player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Andrea Petagna,it ITA,FW,Cagliari,28-159,1995,9.0,7.0,502.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.5,0.5,0.09,0.09,5.6,4.0,0.0,36.4,0.72,0.0,0.0,0.05,-0.5,-0.5,84.0,117.0,71.8,1303.0,199.0,43.0,54.0,79.6,28.0,39.0,71.8,9.0,13.0,69.2,7.0,6.0,4.0,0.0,8.0,102.0,15.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,2.15,10.0,0.0,2.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,153.0,5.0,12.0,75.0,68.0,18.0,153.0,90.0,6.0,4.0,1.0,125.0,13.0,9.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,7.0,9.0,14.0,39.1
Giuseppe Pezzella,it ITA,DF,Empoli,26-007,1997,6.0,4.0,331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,3.7,1.0,0.0,100.0,0.27,0.0,0.0,0.1,-0.1,-0.1,202.0,246.0,82.1,3184.0,969.0,114.0,123.0,92.7,68.0,78.0,87.2,16.0,29.0,55.2,2.0,19.0,5.0,4.0,21.0,210.0,36.0,8.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,28.0,0.0,10.0,6.0,1.64,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,7.0,3.0,1.0,12.0,4.0,8.0,0.0,9.0,0.0,294.0,15.0,79.0,141.0,76.0,1.0,294.0,178.0,22.0,10.0,0.0,198.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,75.0
Roberto Piccoli,it ITA,FW,Empoli,22-313,2001,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,4.0,6.0,66.7,47.0,16.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,6.0,1.0,10.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
Roberto Piccoli,it ITA,FW,Lecce,22-313,2001,12.0,0.0,223.0,2.0,0.0,1.0,1.0,1.0,0.0,0.81,0.0,0.81,0.4,0.4,1.2,0.4,0.5,0.18,2.5,2.0,0.0,33.3,0.81,0.17,0.5,0.07,0.8,0.6,26.0,43.0,60.5,293.0,34.0,16.0,20.0,80.0,6.0,10.0,60.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,41.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.62,4.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,2.0,6.0,0.0,6.0,1.0,3.0,0.0,90.0,4.0,7.0,38.0,46.0,12.0,89.0,52.0,5.0,4.0,3.0,63.0,10.0,11.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,7.0,6.0,13.0,31.6
Andrea Pinamonti,it ITA,FW,Sassuolo,24-201,1999,14.0,14.0,1082.0,5.0,0.0,0.0,0.0,1.0,0.0,0.42,0.0,0.42,0.42,0.42,2.6,2.6,0.21,0.21,12.0,8.0,0.0,25.8,0.67,0.16,0.63,0.08,2.4,2.4,144.0,208.0,69.2,1792.0,237.0,81.0,99.0,81.8,45.0,63.0,71.4,1.0,9.0,11.1,4.0,8.0,1.0,0.0,10.0,178.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,1.25,11.0,0.0,2.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,7.0,1.0,6.0,0.0,9.0,0.0,322.0,13.0,17.0,153.0,153.0,49.0,322.0,165.0,8.0,4.0,7.0,222.0,29.0,18.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,22.0,20.0,46.0,30.3
Lorenzo Pirola,it ITA,DF,Salernitana,21-289,2002,12.0,11.0,928.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.03,10.3,1.0,0.0,16.7,0.1,0.0,0.0,0.06,-0.3,-0.3,409.0,492.0,83.1,6523.0,2594.0,201.0,220.0,91.4,183.0,211.0,86.7,15.0,39.0,38.5,0.0,16.0,1.0,0.0,34.0,462.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,4.0,0.39,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,11.0,5.0,0.0,17.0,12.0,5.0,8.0,45.0,0.0,596.0,92.0,307.0,266.0,26.0,9.0,596.0,297.0,8.0,4.0,0.0,374.0,1.0,4.0,0.0,13.0,7.0,1.0,0.0,2.0,0.0,42.0,24.0,20.0,54.5
Tommaso Pobega,it ITA,MF,Milan,24-144,1999,8.0,2.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.07,3.1,4.0,0.0,80.0,1.3,0.0,0.0,0.04,-0.2,-0.2,72.0,97.0,74.2,1258.0,407.0,35.0,45.0,77.8,29.0,32.0,90.6,7.0,13.0,53.8,0.0,5.0,1.0,0.0,10.0,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.98,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,11.0,3.0,0.0,8.0,2.0,6.0,6.0,6.0,0.0,145.0,15.0,45.0,76.0,27.0,5.0,145.0,81.0,4.0,4.0,1.0,86.0,4.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,50.0
Paul Pogba,fr FRA,MF,Juventus,30-266,1993,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,77.1,425.0,113.0,13.0,14.0,92.9,11.0,13.0,84.6,2.0,4.0,50.0,1.0,5.0,2.0,0.0,5.0,32.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.33,2.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,1.0,4.0,25.0,14.0,2.0,43.0,23.0,1.0,1.0,0.0,32.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Matteo Politano,it ITA,FW,Napoli,30-125,1993,14.0,11.0,870.0,5.0,3.0,1.0,1.0,1.0,0.0,0.52,0.31,0.83,0.41,0.72,3.0,2.2,0.31,0.23,9.7,7.0,1.0,26.9,0.72,0.15,0.57,0.09,2.0,1.8,353.0,463.0,76.2,6016.0,2086.0,177.0,194.0,91.2,121.0,160.0,75.6,40.0,68.0,58.8,32.0,34.0,22.0,5.0,72.0,413.0,47.0,11.0,2.0,12.0,40.0,21.0,10.0,2.0,2.0,14.0,3.0,15.0,60.0,6.2,42.0,7.0,6.0,2.0,8.0,0.83,4.0,1.0,0.0,1.0,0.0,10.0,6.0,2.0,6.0,2.0,2.0,0.0,2.0,8.0,3.0,0.0,554.0,5.0,63.0,198.0,304.0,39.0,553.0,334.0,44.0,31.0,10.0,399.0,17.0,4.0,0.0,6.0,14.0,2.0,1.0,0.0,0.0,42.0,1.0,7.0,12.5
Marin Pongračić,hr CRO,DF,Lecce,26-086,1997,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.05,0.05,14.0,1.0,0.0,14.3,0.07,0.0,0.0,0.1,-0.7,-0.7,642.0,748.0,85.8,14215.0,5358.0,150.0,176.0,85.2,378.0,403.0,93.8,111.0,154.0,72.1,3.0,46.0,4.0,0.0,49.0,687.0,59.0,55.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,12.0,0.86,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,9.0,8.0,1.0,14.0,10.0,4.0,18.0,54.0,0.0,875.0,119.0,440.0,414.0,33.0,12.0,875.0,552.0,19.0,9.0,1.0,547.0,6.0,3.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,73.0,27.0,13.0,67.5
Stefan Posch,at AUT,DF,Bologna,26-206,1997,10.0,8.0,692.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.06,0.06,7.7,1.0,0.0,20.0,0.13,0.0,0.0,0.09,-0.5,-0.5,426.0,517.0,82.4,6792.0,2443.0,224.0,240.0,93.3,172.0,195.0,88.2,23.0,59.0,39.0,4.0,28.0,5.0,2.0,30.0,430.0,87.0,17.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,70.0,0.0,13.0,9.0,1.17,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,14.0,13.0,2.0,7.0,4.0,3.0,7.0,20.0,0.0,598.0,28.0,224.0,277.0,100.0,9.0,598.0,338.0,11.0,13.0,1.0,395.0,7.0,5.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,30.0,8.0,6.0,57.1
Matteo Prati,it ITA,MF,Cagliari,19-343,2003,9.0,8.0,751.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.05,0.05,8.3,1.0,1.0,8.3,0.12,0.0,0.0,0.04,-0.5,-0.5,251.0,328.0,76.5,4283.0,1326.0,106.0,122.0,86.9,122.0,140.0,87.1,17.0,40.0,42.5,8.0,26.0,7.0,3.0,36.0,310.0,14.0,9.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,3.0,4.0,12.0,24.0,2.88,22.0,0.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,20.0,12.0,4.0,13.0,3.0,11.0,1.0,10.0,10.0,6.0,1.0,408.0,10.0,88.0,250.0,76.0,9.0,408.0,188.0,3.0,6.0,0.0,227.0,8.0,3.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,61.0,4.0,3.0,57.1
Ivan Provedel,it ITA,GK,Lazio,29-264,1994,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,481.0,86.1,10305.0,6723.0,96.0,96.0,100.0,168.0,171.0,98.2,149.0,211.0,70.6,0.0,2.0,1.0,0.0,0.0,394.0,85.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,510.0,426.0,507.0,3.0,0.0,0.0,510.0,306.0,0.0,0.0,0.0,305.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,100.0
Christian Pulisic,us USA,"FW,MF",Milan,25-079,1998,12.0,11.0,790.0,5.0,2.0,0.0,0.0,1.0,0.0,0.57,0.23,0.8,0.57,0.8,2.2,2.2,0.25,0.25,8.8,10.0,0.0,62.5,1.14,0.31,0.5,0.14,2.8,2.8,268.0,340.0,78.8,3786.0,911.0,147.0,168.0,87.5,89.0,111.0,80.2,14.0,21.0,66.7,14.0,18.0,13.0,4.0,30.0,322.0,18.0,1.0,2.0,1.0,33.0,14.0,1.0,10.0,0.0,3.0,0.0,11.0,29.0,3.3,16.0,6.0,2.0,2.0,7.0,0.8,5.0,0.0,0.0,0.0,1.0,10.0,9.0,4.0,3.0,3.0,7.0,0.0,7.0,4.0,3.0,0.0,420.0,1.0,42.0,188.0,200.0,31.0,420.0,295.0,37.0,21.0,14.0,323.0,20.0,13.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,32.0,8.0,10.0,44.4
George Pușcaș,ro ROU,FW,Genoa,27-242,1996,8.0,1.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.98,0.98,2.1,5.0,0.0,45.5,2.36,0.0,0.0,0.19,-2.1,-2.1,34.0,61.0,55.7,430.0,67.0,24.0,37.0,64.9,8.0,14.0,57.1,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.37,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,92.0,2.0,2.0,45.0,46.0,17.0,92.0,58.0,5.0,5.0,3.0,75.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,60.0
Domingos Quina,pt POR,MF,Udinese,24-018,1999,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,13.0,10.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Adrien Rabiot,fr FRA,MF,Juventus,28-247,1995,13.0,13.0,1170.0,2.0,3.0,0.0,0.0,5.0,0.0,0.15,0.23,0.38,0.15,0.38,1.9,1.8,0.15,0.14,13.0,9.0,0.0,47.4,0.69,0.11,0.22,0.1,0.1,0.2,442.0,515.0,85.8,6681.0,1603.0,244.0,267.0,91.4,148.0,173.0,85.5,31.0,40.0,77.5,14.0,36.0,12.0,5.0,46.0,499.0,15.0,8.0,3.0,5.0,15.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,38.0,2.92,33.0,0.0,2.0,2.0,5.0,0.38,4.0,0.0,0.0,0.0,0.0,33.0,19.0,13.0,18.0,2.0,18.0,5.0,13.0,13.0,16.0,0.0,679.0,33.0,131.0,371.0,185.0,34.0,679.0,399.0,29.0,25.0,5.0,442.0,25.0,3.0,0.0,21.0,17.0,2.0,0.0,0.0,0.0,72.0,27.0,19.0,58.7
Uroš Račić,rs SRB,MF,Sassuolo,25-264,1998,7.0,2.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.15,0.15,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.4,-0.4,97.0,112.0,86.6,1679.0,287.0,39.0,43.0,90.7,47.0,50.0,94.0,7.0,14.0,50.0,1.0,6.0,1.0,0.0,13.0,111.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.37,1.0,0.0,3.0,0.0,1.0,0.34,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,6.0,2.0,4.0,3.0,7.0,0.0,145.0,10.0,26.0,88.0,32.0,2.0,145.0,66.0,0.0,1.0,0.0,89.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,50.0
Nemanja Radonjić,rs SRB,"MF,FW",Torino,27-294,1996,9.0,4.0,358.0,3.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.75,0.75,0.75,1.7,1.7,0.43,0.43,4.0,5.0,0.0,41.7,1.26,0.25,0.6,0.14,1.3,1.3,49.0,81.0,60.5,732.0,178.0,28.0,41.0,68.3,13.0,20.0,65.0,5.0,10.0,50.0,3.0,3.0,3.0,2.0,4.0,79.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,2.01,4.0,0.0,2.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,129.0,0.0,9.0,45.0,75.0,14.0,129.0,84.0,11.0,2.0,5.0,102.0,13.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0
Boris Radunović,rs SRB,GK,Cagliari,27-194,1996,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,222.0,76.1,5495.0,3933.0,24.0,24.0,100.0,68.0,70.0,97.1,77.0,128.0,60.2,0.0,9.0,0.0,0.0,0.0,139.0,83.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,238.0,202.0,237.0,1.0,0.0,0.0,238.0,113.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
Hamza Rafia,tn TUN,MF,Lecce,24-248,1999,13.0,10.0,648.0,1.0,0.0,0.0,0.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,0.4,0.4,0.06,0.06,7.2,1.0,0.0,12.5,0.14,0.13,1.0,0.05,0.6,0.6,199.0,273.0,72.9,3040.0,821.0,105.0,123.0,85.4,68.0,86.0,79.1,15.0,37.0,40.5,7.0,19.0,1.0,0.0,23.0,259.0,14.0,7.0,1.0,1.0,19.0,5.0,3.0,1.0,0.0,1.0,0.0,12.0,16.0,2.22,11.0,0.0,1.0,2.0,2.0,0.28,1.0,0.0,0.0,0.0,1.0,22.0,16.0,6.0,15.0,1.0,16.0,1.0,15.0,7.0,5.0,0.0,369.0,5.0,54.0,208.0,110.0,7.0,369.0,240.0,9.0,7.0,2.0,258.0,14.0,11.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,42.0,3.0,9.0,25.0
Ylber Ramadani,al ALB,MF,Lecce,27-238,1996,13.0,13.0,1134.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.05,0.05,12.6,2.0,0.0,12.5,0.16,0.0,0.0,0.04,-0.7,-0.7,410.0,527.0,77.8,7611.0,2074.0,160.0,187.0,85.6,188.0,217.0,86.6,51.0,90.0,56.7,6.0,44.0,5.0,2.0,52.0,517.0,9.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,18.0,1.43,12.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,12.0,9.0,3.0,18.0,6.0,12.0,21.0,14.0,0.0,657.0,31.0,175.0,385.0,111.0,3.0,657.0,345.0,10.0,16.0,0.0,366.0,14.0,8.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,96.0,14.0,11.0,56.0
Luca Ranieri,it ITA,DF,Fiorentina,24-227,1999,8.0,5.0,485.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,231.0,285.0,81.1,4790.0,1709.0,72.0,80.0,90.0,116.0,133.0,87.2,39.0,63.0,61.9,1.0,14.0,1.0,0.0,9.0,265.0,19.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,4.0,0.74,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,9.0,7.0,2.0,8.0,12.0,0.0,327.0,26.0,153.0,154.0,22.0,1.0,327.0,198.0,2.0,6.0,0.0,203.0,3.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,25.0,7.0,7.0,50.0
Filippo Ranocchia,it ITA,MF,Empoli,22-206,2001,6.0,5.0,367.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,0.04,4.1,2.0,1.0,40.0,0.49,0.0,0.0,0.03,-0.2,-0.2,115.0,160.0,71.9,2138.0,815.0,47.0,56.0,83.9,52.0,60.0,86.7,12.0,35.0,34.3,2.0,14.0,3.0,0.0,14.0,150.0,10.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.23,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,5.0,0.0,8.0,1.0,7.0,1.0,13.0,0.0,213.0,17.0,59.0,128.0,26.0,2.0,213.0,120.0,1.0,3.0,0.0,132.0,9.0,6.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,80.0
Giacomo Raspadori,it ITA,"FW,MF",Napoli,23-291,2000,14.0,8.0,794.0,3.0,2.0,0.0,1.0,0.0,0.0,0.34,0.23,0.57,0.34,0.57,3.2,2.4,0.36,0.28,8.8,15.0,4.0,38.5,1.7,0.08,0.2,0.06,-0.2,0.6,265.0,330.0,80.3,4809.0,897.0,110.0,128.0,85.9,110.0,130.0,84.6,34.0,49.0,69.4,16.0,23.0,5.0,1.0,35.0,307.0,21.0,3.0,4.0,9.0,18.0,6.0,2.0,4.0,0.0,1.0,2.0,6.0,36.0,4.07,26.0,1.0,5.0,1.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,14.0,6.0,4.0,5.0,5.0,6.0,0.0,6.0,3.0,3.0,0.0,439.0,3.0,32.0,201.0,209.0,45.0,438.0,288.0,15.0,12.0,3.0,349.0,20.0,11.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,25.0,4.0,7.0,36.4
Tijjani Reijnders,nl NED,MF,Milan,25-130,1998,14.0,14.0,1166.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.08,0.15,0.08,0.15,2.2,2.2,0.17,0.17,13.0,3.0,0.0,14.3,0.23,0.05,0.33,0.11,-1.2,-1.2,494.0,559.0,88.4,7770.0,1948.0,246.0,265.0,92.8,197.0,214.0,92.1,31.0,44.0,70.5,15.0,57.0,10.0,2.0,64.0,521.0,38.0,20.0,4.0,1.0,19.0,12.0,9.0,0.0,0.0,4.0,0.0,11.0,40.0,3.09,29.0,5.0,3.0,0.0,7.0,0.54,7.0,0.0,0.0,0.0,0.0,16.0,7.0,4.0,10.0,2.0,10.0,2.0,8.0,6.0,11.0,0.0,672.0,23.0,98.0,384.0,197.0,30.0,672.0,473.0,34.0,25.0,8.0,505.0,24.0,19.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,62.0,4.0,9.0,30.8
Reinier,br BRA,"MF,FW",Frosinone,21-321,2002,7.0,7.0,520.0,1.0,2.0,0.0,0.0,2.0,0.0,0.17,0.35,0.52,0.17,0.52,0.7,0.7,0.12,0.12,5.8,3.0,0.0,60.0,0.52,0.2,0.33,0.14,0.3,0.3,166.0,200.0,83.0,2225.0,541.0,107.0,115.0,93.0,45.0,61.0,73.8,6.0,8.0,75.0,9.0,13.0,9.0,1.0,17.0,198.0,2.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,19.0,3.29,19.0,0.0,0.0,0.0,5.0,0.87,5.0,0.0,0.0,0.0,0.0,11.0,5.0,2.0,7.0,2.0,10.0,2.0,8.0,4.0,3.0,0.0,260.0,7.0,38.0,119.0,106.0,17.0,260.0,144.0,5.0,3.0,1.0,186.0,14.0,10.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,30.0,2.0,7.0,22.2
Mateo Retegui,it ITA,FW,Genoa,24-221,1999,9.0,9.0,699.0,3.0,1.0,0.0,0.0,3.0,0.0,0.39,0.13,0.52,0.39,0.52,1.6,1.6,0.21,0.21,7.8,8.0,0.0,47.1,1.03,0.18,0.38,0.1,1.4,1.4,83.0,128.0,64.8,1054.0,122.0,52.0,73.0,71.2,22.0,35.0,62.9,3.0,5.0,60.0,3.0,2.0,2.0,0.0,5.0,116.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,1.03,4.0,0.0,3.0,0.0,2.0,0.26,1.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,200.0,6.0,21.0,100.0,81.0,24.0,200.0,111.0,2.0,3.0,1.0,145.0,18.0,7.0,0.0,8.0,10.0,1.0,0.0,0.0,0.0,16.0,18.0,21.0,46.2
